year,fatalities,fatal_collisions,metric,grouping,variable,geography,population,fatality_rate,fatal_collision_rate
2012,8,6,1-year average for fatal collisions,All,City,Tukwila,19168,41.736227045075125,31.302170283806344
2013,2,2,1-year average for fatal collisions,All,City,Arlington,17953,11.140199409569432,11.140199409569432
2013,5,5,1-year average for fatal collisions,All,City,Auburn,74838,6.681097837996739,6.681097837996739
2013,4,4,1-year average for fatal collisions,All,City,Bellevue,133169,3.0037020627923914,3.0037020627923914
2013,1,1,1-year average for fatal collisions,All,City,Brier,6274,15.938795027095951,15.938795027095951
2013,2,2,1-year average for fatal collisions,All,City,Burien,47127,4.243851719820909,4.243851719820909
2013,5,5,1-year average for fatal collisions,All,City,Everett,103593,4.826580946589055,4.826580946589055
2013,4,4,1-year average for fatal collisions,All,City,Federal Way,90935,4.398746357288173,4.398746357288173
2013,1,1,1-year average for fatal collisions,All,City,Fife,9522,10.501995379122032,10.501995379122032
2013,2,2,1-year average for fatal collisions,All,City,Issaquah,32521,6.149872390147904,6.149872390147904
2013,1,1,1-year average for fatal collisions,All,City,Kenmore,21237,4.70876300795781,4.70876300795781
2013,4,4,1-year average for fatal collisions,All,City,Kent,120862,3.309559663086826,3.309559663086826
2013,4,2,1-year average for fatal collisions,All,City,Kirkland,78385,5.103017158895197,2.5515085794475985
2013,2,2,1-year average for fatal collisions,All,City,Lake Stevens,29391,6.8048041917593824,6.8048041917593824
2013,1,1,1-year average for fatal collisions,All,City,Lynnwood,35218,2.8394570958032825,2.8394570958032825
2013,1,1,1-year average for fatal collisions,All,City,Marysville,62220,1.6072002571520412,1.6072002571520412
2013,2,2,1-year average for fatal collisions,All,City,Mill Creek,18609,10.747487774732656,10.747487774732656
2013,1,1,1-year average for fatal collisions,All,City,Mountlake Terrace,20006,4.998500449865041,4.998500449865041
2013,1,1,1-year average for fatal collisions,All,City,Poulsbo,9678,10.332713370531101,10.332713370531101
2013,1,1,1-year average for fatal collisions,All,City,Puyallup,38218,2.616568109267884,2.616568109267884
2013,1,1,1-year average for fatal collisions,All,City,Redmond,56653,1.7651315905600764,1.7651315905600764
2013,3,3,1-year average for fatal collisions,All,City,Renton,96508,3.1085505864798773,3.1085505864798773
2013,1,1,1-year average for fatal collisions,All,City,SeaTac,28062,3.563537880407669,3.563537880407669
2013,31,29,1-year average for fatal collisions,All,City,Seattle,624045,4.967590478250767,4.647100769976524
2013,2,2,1-year average for fatal collisions,All,City,Shoreline,54175,3.6917397323488697,3.6917397323488697
2013,3,3,1-year average for fatal collisions,All,City,Sumner,9575,31.33159268929504,31.33159268929504
2013,10,8,1-year average for fatal collisions,All,City,Tacoma,201692,4.958054855918927,3.966443884735141
2013,2,2,1-year average for fatal collisions,All,City,Tukwila,19294,10.36591686534674,10.36591686534674
2013,1,1,1-year average for fatal collisions,All,City,University Place,31781,3.1465340926968945,3.1465340926968945
2014,1,1,1-year average for fatal collisions,All,City,Arlington,17947,5.571961887780688,5.571961887780688
2014,19,7,1-year average for fatal collisions,All,City,Auburn,76731,24.761830290234716,9.12277958061279
2014,3,3,1-year average for fatal collisions,All,City,Bellevue,136483,2.1980759508510217,2.1980759508510217
2014,2,2,1-year average for fatal collisions,All,City,Bremerton,38931,5.137294187151627,5.137294187151627
2014,1,1,1-year average for fatal collisions,All,City,Buckley,4520,22.123893805309734,22.123893805309734
2014,6,6,1-year average for fatal collisions,All,City,Burien,47516,12.627325532452225,12.627325532452225
2014,3,3,1-year average for fatal collisions,All,City,Edmonds,40217,7.459532038690106,7.459532038690106
2014,9,9,1-year average for fatal collisions,All,City,Everett,103650,8.683068017366136,8.683068017366136
2014,7,7,1-year average for fatal collisions,All,City,Federal Way,91786,7.626435404092128,7.626435404092128
2014,2,2,1-year average for fatal collisions,All,City,Fife,9712,20.59308072487644,20.59308072487644
2014,2,2,1-year average for fatal collisions,All,City,Kenmore,21466,9.317059536010435,9.317059536010435
2014,3,3,1-year average for fatal collisions,All,City,Kent,122681,2.4453664381607583,2.4453664381607583
2014,2,2,1-year average for fatal collisions,All,City,Kirkland,80075,2.497658445207618,2.497658445207618
2014,1,1,1-year average for fatal collisions,All,City,Lake Forest Park,12877,7.765783955890347,7.765783955890347
2014,1,1,1-year average for fatal collisions,All,City,Lake Stevens,29756,3.3606667562844468,3.3606667562844468
2014,1,1,1-year average for fatal collisions,All,City,Lakewood,59707,1.6748454955030398,1.6748454955030398
2014,1,1,1-year average for fatal collisions,All,City,Lynnwood,35040,2.853881278538813,2.853881278538813
2014,2,2,1-year average for fatal collisions,All,City,Marysville,62820,3.183699458771092,3.183699458771092
2014,2,2,1-year average for fatal collisions,All,City,Milton,7492,26.695141484249866,26.695141484249866
2014,1,1,1-year average for fatal collisions,All,City,Monroe,17627,5.673115107505531,5.673115107505531
2014,1,1,1-year average for fatal collisions,All,City,Mountlake Terrace,20390,4.904364884747425,4.904364884747425
2014,5,5,1-year average for fatal collisions,All,City,Puyallup,38947,12.837959277993171,12.837959277993171
2014,5,5,1-year average for fatal collisions,All,City,Renton,98336,5.0846078750406765,5.0846078750406765
2014,18,16,1-year average for fatal collisions,All,City,Seattle,638784,2.81785392245266,2.5047590421801424
2014,1,1,1-year average for fatal collisions,All,City,Shoreline,54728,1.8272182429469377,1.8272182429469377
2014,1,1,1-year average for fatal collisions,All,City,Sultan,4566,21.901007446342533,21.901007446342533
2014,11,11,1-year average for fatal collisions,All,City,Tacoma,202688,5.427060309441112,5.427060309441112
2014,4,4,1-year average for fatal collisions,All,City,Tukwila,19384,20.635575732562938,20.635575732562938
2015,3,3,1-year average for fatal collisions,All,City,Arlington,17981,16.68427784884044,16.68427784884044
2015,2,2,1-year average for fatal collisions,All,City,Auburn,78210,2.5572177470911646,2.5572177470911646
2015,5,5,1-year average for fatal collisions,All,City,Bellevue,137500,3.6363636363636362,3.6363636363636362
2015,9,3,1-year average for fatal collisions,All,City,Bonney Lake,19789,45.479812016777,15.159937338925666
2015,8,6,1-year average for fatal collisions,All,City,Bothell,42286,18.918791089249396,14.189093316937047
2015,1,1,1-year average for fatal collisions,All,City,Bremerton,40220,2.486325211337643,2.486325211337643
2015,5,5,1-year average for fatal collisions,All,City,Burien,48304,10.351109638953295,10.351109638953295
2015,1,1,1-year average for fatal collisions,All,City,Des Moines,30578,3.2703250703119893,3.2703250703119893
2015,1,1,1-year average for fatal collisions,All,City,DuPont,9685,10.325245224574083,10.325245224574083
2015,1,1,1-year average for fatal collisions,All,City,Edmonds,40811,2.4503197667295584,2.4503197667295584
2015,7,7,1-year average for fatal collisions,All,City,Everett,104731,6.683789899838635,6.683789899838635
2015,10,8,1-year average for fatal collisions,All,City,Federal Way,92836,10.771683398681546,8.617346718945237
2015,4,4,1-year average for fatal collisions,All,City,Fife,9942,40.233353450010064,40.233353450010064
2015,3,3,1-year average for fatal collisions,All,City,Gig Harbor,9055,33.13086692435119,33.13086692435119
2015,4,4,1-year average for fatal collisions,All,City,Issaquah,33863,11.81230251306736,11.81230251306736
2015,1,1,1-year average for fatal collisions,All,City,Kenmore,21629,4.623422257154746,4.623422257154746
2015,6,6,1-year average for fatal collisions,All,City,Kent,125332,4.787284971116714,4.787284971116714
2015,2,2,1-year average for fatal collisions,All,City,Kirkland,82284,2.4306061931845804,2.4306061931845804
2015,2,2,1-year average for fatal collisions,All,City,Lake Stevens,30645,6.526350138684941,6.526350138684941
2015,5,5,1-year average for fatal collisions,All,City,Lakewood,60088,8.321129010784183,8.321129010784183
2015,3,3,1-year average for fatal collisions,All,City,Lynnwood,35161,8.532180540940248,8.532180540940248
2015,4,4,1-year average for fatal collisions,All,City,Marysville,64583,6.193580353963117,6.193580353963117
2015,1,1,1-year average for fatal collisions,All,City,Mill Creek,19966,5.008514474606831,5.008514474606831
2015,1,1,1-year average for fatal collisions,All,City,Milton,7705,12.978585334198574,12.978585334198574
2015,1,1,1-year average for fatal collisions,All,City,Monroe,17586,5.686341407938133,5.686341407938133
2015,1,1,1-year average for fatal collisions,All,City,Mountlake Terrace,20950,4.773269689737471,4.773269689737471
2015,1,1,1-year average for fatal collisions,All,City,Pacific,6999,14.287755393627661,14.287755393627661
2015,1,1,1-year average for fatal collisions,All,City,Puyallup,39250,2.5477707006369426,2.5477707006369426
2015,4,4,1-year average for fatal collisions,All,City,Redmond,60782,6.580895659899312,6.580895659899312
2015,2,2,1-year average for fatal collisions,All,City,Renton,99752,2.004972331381827,2.004972331381827
2015,1,1,1-year average for fatal collisions,All,City,Sammamish,50509,1.9798451761072282,1.9798451761072282
2015,3,3,1-year average for fatal collisions,All,City,SeaTac,28916,10.374878959745471,10.374878959745471
2015,20,20,1-year average for fatal collisions,All,City,Seattle,660908,3.0261397955539957,3.0261397955539957
2015,2,2,1-year average for fatal collisions,All,City,Snohomish,9375,21.333333333333332,21.333333333333332
2015,1,1,1-year average for fatal collisions,All,City,Sultan,4555,21.95389681668496,21.95389681668496
2015,1,1,1-year average for fatal collisions,All,City,Sumner,9769,10.236462278636504,10.236462278636504
2015,19,19,1-year average for fatal collisions,All,City,Tacoma,204543,9.28900035689317,9.28900035689317
2015,3,3,1-year average for fatal collisions,All,City,Tukwila,19516,15.372002459520393,15.372002459520393
2015,1,1,1-year average for fatal collisions,All,City,University Place,32491,3.0777753839524795,3.0777753839524795
2016,1,1,1-year average for fatal collisions,All,City,Arlington,18024,5.548158011540169,5.548158011540169
2016,6,6,1-year average for fatal collisions,All,City,Auburn,80362,7.466215375426197,7.466215375426197
2016,2,2,1-year average for fatal collisions,All,City,Bainbridge Island,23574,8.483922965979469,8.483922965979469
2016,3,3,1-year average for fatal collisions,All,City,Bellevue,143053,2.097124841841835,2.097124841841835
2016,2,2,1-year average for fatal collisions,All,City,Bothell,43698,4.5768685065678065,4.5768685065678065
2016,4,4,1-year average for fatal collisions,All,City,Bremerton,41424,9.656237929702588,9.656237929702588
2016,1,1,1-year average for fatal collisions,All,City,Burien,49717,2.011384435907235,2.011384435907235
2016,1,1,1-year average for fatal collisions,All,City,Covington,18581,5.38184166621818,5.38184166621818
2016,13,13,1-year average for fatal collisions,All,City,Everett,107170,12.130260334048707,12.130260334048707
2016,2,2,1-year average for fatal collisions,All,City,Federal Way,96498,2.072581815167154,2.072581815167154
2016,5,4,1-year average for fatal collisions,All,City,Fife,10435,47.91566842357451,38.33253473885961
2016,14,12,1-year average for fatal collisions,All,City,Kent,128057,10.932631562507321,9.370827053577704
2016,2,2,1-year average for fatal collisions,All,City,Kirkland,83925,2.383080131069407,2.383080131069407
2016,1,1,1-year average for fatal collisions,All,City,Lake Forest Park,13138,7.6115086010047195,7.6115086010047195
2016,1,1,1-year average for fatal collisions,All,City,Lake Stevens,31800,3.144654088050314,3.144654088050314
2016,5,5,1-year average for fatal collisions,All,City,Lakewood,60894,8.210989588465202,8.210989588465202
2016,5,3,1-year average for fatal collisions,All,City,Lynnwood,35103,14.243796826482066,8.54627809588924
2016,1,1,1-year average for fatal collisions,All,City,Maple Valley,25404,3.936387970398363,3.936387970398363
2016,1,1,1-year average for fatal collisions,All,City,Mill Creek,20171,4.957612413861484,4.957612413861484
2016,1,1,1-year average for fatal collisions,All,City,Monroe,18082,5.530361685654242,5.530361685654242
2016,1,1,1-year average for fatal collisions,All,City,Newcastle,10884,9.187798603454612,9.187798603454612
2016,2,2,1-year average for fatal collisions,All,City,Puyallup,40322,4.96007142502852,4.96007142502852
2016,3,3,1-year average for fatal collisions,All,City,Redmond,62430,4.805382027871216,4.805382027871216
2016,6,6,1-year average for fatal collisions,All,City,Renton,103103,5.819423295151451,5.819423295151451
2016,3,3,1-year average for fatal collisions,All,City,SeaTac,29324,10.230527895239394,10.230527895239394
